filename, directory, cluster
70648747_1.txt, HSSFRow, 1
64530867_2.txt, HSSFRow, 1
72854667_2.txt, HSSFRow, 1
126772704_1.txt, HSSFRow, 1
121321564_1.txt, HSSFRow, 1
12440188_1.txt, ClassID, 1
68613461_1.txt, ClassID, 1
15642598_1.txt, ClassID, 1
12440192_1.txt, ClassID, 1
92669291_1.txt, ClassID, 2
12440188_1.txt, RKRecord, 1
68613461_1.txt, RKRecord, 1
15642598_1.txt, RKRecord, 1
12440192_1.txt, RKRecord, 2
92669291_1.txt, RKRecord, 1
12440188_1.txt, EscherSpRecord, 2
68613461_1.txt, EscherSpRecord, 2
15642598_1.txt, EscherSpRecord, 2
12440192_1.txt, EscherSpRecord, 2
92669291_1.txt, EscherSpRecord, 2
12440044_1.txt, EscherSpRecord, 2
111785559_1.txt, EscherSpRecord, 2
112311786_1.txt, EscherSpRecord, 2
